county_FIPS,county_name,year, pop_co , pctlt5_co , pct5to17_co , pct18to64_co , pct65pls_co , pctwhite_co , pctblack_co , pctamerind_co , pctapi_co , pctotherrace_co , pctmin_co , raceherfindahl_co , pcthisp_co , pctwithkids_co , pctsinparhhld_co , pctnokids_co , pctmarried_co , pctnevermarr_co , pctseparated_co , pctdivorced_co , pctlesshs_co , pcthsgrad_co , pctsomecoll_co , pctbachelors_co , pctgraddeg_co , lforcepartrate_co , unemprate_co , incherfindahl_co , medfamy_co , pctrent_co , pctown_co , childpov_co , poverty_co ,,,,,,,
39001,Adams ,2000," 27,330 ", 0.0633 , 0.1995 , 0.6035 , 0.1336 , 0.9762 , 0.0008 , 0.0078 , 0.0003 , 0.0150 , 0.0238 , 0.9532 , 0.0038 , 0.3410 , 0.0938 , 0.6590 , 0.5954 , 0.2012 , 0.0140 , 0.1091 , 0.3136 , 0.4444 , 0.1697 , 0.0442 , 0.0281 , 0.5820 , 0.0450 , 0.1438 ," 44,086.78 ", 0.3745 , 0.6255 , 0.2030 , 0.1740 ,,,,,,,
39001,Adams ,2001," 27,420 ", 0.0639 , 0.2007 , 0.6009 , 0.1347 , 0.9765 , 0.0009 , 0.0073 , 0.0003 , 0.0152 , 0.0235 , 0.9538 , 0.0042 , 0.3498 , 0.0965 , 0.6502 , 0.5905 , 0.2041 , 0.0146 , 0.1110 , 0.3074 , 0.4473 , 0.1687 , 0.0466 , 0.0298 , 0.5786 , 0.0520 , 0.1278 ," 43,854.52 ", 0.3618 , 0.6382 , 0.2107 , 0.1788 ,,,,,,,
39001,Adams ,2002," 27,510 ", 0.0645 , 0.2018 , 0.5982 , 0.1359 , 0.9768 , 0.0010 , 0.0068 , 0.0002 , 0.0154 , 0.0232 , 0.9543 , 0.0046 , 0.3587 , 0.0993 , 0.6413 , 0.5856 , 0.2071 , 0.0151 , 0.1129 , 0.3012 , 0.4503 , 0.1677 , 0.0491 , 0.0314 , 0.5751 , 0.0590 , 0.1118 ," 43,622.26 ", 0.3492 , 0.6508 , 0.2183 , 0.1835 ,,,,,,,
39001,Adams ,2003," 27,601 ", 0.0650 , 0.2030 , 0.5956 , 0.1370 , 0.9770 , 0.0011 , 0.0064 , 0.0002 , 0.0156 , 0.0230 , 0.9549 , 0.0051 , 0.3675 , 0.1020 , 0.6325 , 0.5806 , 0.2101 , 0.0157 , 0.1148 , 0.2951 , 0.4533 , 0.1668 , 0.0515 , 0.0331 , 0.5717 , 0.0660 , 0.0958 ," 43,390.01 ", 0.3365 , 0.6635 , 0.2260 , 0.1883 ,,,,,,,
39001,Adams ,2004," 27,691 ", 0.0656 , 0.2041 , 0.5929 , 0.1382 , 0.9773 , 0.0013 , 0.0059 , 0.0002 , 0.0158 , 0.0227 , 0.9554 , 0.0055 , 0.3763 , 0.1048 , 0.6237 , 0.5757 , 0.2131 , 0.0162 , 0.1166 , 0.2889 , 0.4562 , 0.1658 , 0.0539 , 0.0347 , 0.5682 , 0.0730 , 0.0799 ," 43,157.75 ", 0.3238 , 0.6762 , 0.2337 , 0.1930 ,,,,,,,
39001,Adams ,2005," 27,781 ", 0.0662 , 0.2053 , 0.5903 , 0.1393 , 0.9776 , 0.0014 , 0.0054 , 0.0001 , 0.0160 , 0.0224 , 0.9560 , 0.0059 , 0.3851 , 0.1075 , 0.6149 , 0.5708 , 0.2161 , 0.0168 , 0.1185 , 0.2827 , 0.4592 , 0.1649 , 0.0563 , 0.0364 , 0.5648 , 0.0800 , 0.0639 ," 42,925.49 ", 0.3111 , 0.6889 , 0.2413 , 0.1978 ,,,,,,,
39001,Adams ,2006," 27,871 ", 0.0667 , 0.2064 , 0.5876 , 0.1404 , 0.9779 , 0.0015 , 0.0049 , 0.0001 , 0.0162 , 0.0221 , 0.9565 , 0.0063 , 0.3939 , 0.1103 , 0.6061 , 0.5658 , 0.2191 , 0.0173 , 0.1204 , 0.2765 , 0.4621 , 0.1639 , 0.0587 , 0.0380 , 0.5613 , 0.0870 , 0.0479 ," 42,693.23 ", 0.2984 , 0.7016 , 0.2490 , 0.2025 ,,,,,,,
39001,Adams ,2007," 27,962 ", 0.0673 , 0.2076 , 0.5850 , 0.1416 , 0.9782 , 0.0016 , 0.0044 , 0.0001 , 0.0164 , 0.0218 , 0.9571 , 0.0068 , 0.4028 , 0.1130 , 0.5972 , 0.5609 , 0.2220 , 0.0179 , 0.1223 , 0.2704 , 0.4651 , 0.1629 , 0.0612 , 0.0397 , 0.5579 , 0.0940 , 0.0320 ," 42,460.98 ", 0.2858 , 0.7142 , 0.2567 , 0.2073 ,,,,,,,
39001,Adams ,2008," 28,052 ", 0.0679 , 0.2087 , 0.5823 , 0.1427 , 0.9784 , 0.0018 , 0.0040 , 0.0001 , 0.0166 , 0.0216 , 0.9576 , 0.0072 , 0.4116 , 0.1157 , 0.5884 , 0.5559 , 0.2250 , 0.0184 , 0.1241 , 0.2642 , 0.4680 , 0.1620 , 0.0636 , 0.0413 , 0.5544 , 0.1010 , 0.0160 ," 42,228.72 ", 0.2731 , 0.7269 , 0.2643 , 0.2120 ,,,,,,,
39001,Adams ,2009," 28,142 ", 0.0684 , 0.2099 , 0.5797 , 0.1439 , 0.9787 , 0.0019 , 0.0035 , 0.0000 , 0.0168 , 0.0213 , 0.9582 , 0.0076 , 0.4204 , 0.1185 , 0.5796 , 0.5510 , 0.2280 , 0.0190 , 0.1260 , 0.2580 , 0.4710 , 0.1610 , 0.0660 , 0.0430 , 0.5510 , 0.1080 , 0.0000 ," 41,996.46 ", 0.2604 , 0.7396 , 0.2720 , 0.2168 ,,,,,,,
39001,Adams ,2010," 28,578 ", 0.0690 , 0.2110 , 0.5770 , 0.1450 , 0.9790 , 0.0020 , 0.0030 , -   , 0.0170 , 0.0210 , 0.9587 , 0.0083 , 0.4316 , 0.1312 , 0.5684 , 0.5510 , 0.2240 , 0.0250 , 0.1240 , 0.2540 , 0.4620 , 0.1780 , 0.0600 , 0.0470 , 0.5390 , 0.1140 , 0.0000 ," 40,305.00 ", 0.2532 , 0.7468 , 0.2797 , 0.2215 ,,,,,,,
39001,Adams ,2011," 28,551 ", 0.0670 , 0.2100 , 0.5760 , 0.1470 , 0.9780 , 0.0020 , 0.0020 , -   , 0.0180 , 0.0220 , 0.9568 , 0.0085 , 0.4377 , 0.1561 , 0.5623 , 0.5530 , 0.2210 , 0.0240 , 0.1280 , 0.2310 , 0.4640 , 0.1960 , 0.0620 , 0.0470 , 0.5450 , 0.1450 , 0.0000 ," 40,554.73 ", 0.2567 , 0.7433 , 0.2873 , 0.2263 ,,,,,,,
39001,Adams ,2012," 28,524 ", 0.0670 , 0.2070 , 0.5750 , 0.1510 , 0.9770 , 0.0030 , 0.0020 , -   , 0.0170 , 0.0230 , 0.9548 , 0.0084 , 0.4450 , 0.1503 , 0.5550 , 0.5540 , 0.2170 , 0.0240 , 0.1310 , 0.2240 , 0.4610 , 0.2090 , 0.0560 , 0.0500 , 0.5430 , 0.1610 , 0.0000 ," 40,261.00 ", 0.2468 , 0.7532 , 0.2950 , 0.2310 ,,,,,,,
39001,Adams ,2013," 28,406 ", 0.0660 , 0.2070 , 0.5720 , 0.1550 , 0.9770 , 0.0030 , 0.0020 , -   , 0.0180 , 0.0230 , 0.9549 , 0.0087 , 0.4409 , 0.1492 , 0.5591 , 0.5600 , 0.2180 , 0.0220 , 0.1290 , 0.2330 , 0.4410 , 0.2200 , 0.0550 , 0.0510 , 0.5450 , 0.1540 , 0.0000 ," 41,144.74 ", 0.2533 , 0.7467 , 0.2900 , 0.2270 ,,,,,,,
39001,Adams ,2014," 28,342 ", 0.0650 , 0.2060 , 0.5710 , 0.1570 , 0.9760 , 0.0020 , 0.0020 , 0.0010 , 0.0200 , 0.0240 , 0.9530 , 0.0085 , 0.4235 , 0.1524 , 0.5765 , 0.5360 , 0.2310 , 0.0250 , 0.1370 , 0.2290 , 0.4410 , 0.2320 , 0.0560 , 0.0420 , 0.5400 , 0.1530 , 0.0000 ," 38,692.44 ", 0.2890 , 0.7110 , 0.3290 , 0.2530 ,,,,,,,
39001,Adams ,2015," 28,229 ", 0.0630 , 0.2050 , 0.5720 , 0.1600 , 0.9740 , 0.0040 , 0.0020 , 0.0010 , 0.0190 , 0.0260 , 0.9491 , 0.0087 , 0.4119 , 0.1523 , 0.5881 , 0.5280 , 0.2380 , 0.0270 , 0.1370 , 0.2200 , 0.4360 , 0.2390 , 0.0640 , 0.0410 , 0.5310 , 0.1340 , 0.0000 ," 39,355.76 ", 0.3109 , 0.6891 , 0.3140 , 0.2460 ,,,,,,,
39003,Allen ,2000," 108,473 ", 0.0664 , 0.1924 , 0.5998 , 0.1414 , 0.8745 , 0.1094 , 0.0015 , 0.0046 , 0.0100 , 0.1255 , 0.7769 , 0.0142 , 0.3306 , 0.1053 , 0.6694 , 0.5401 , 0.2603 , 0.0134 , 0.1089 , 0.1750 , 0.4258 , 0.2649 , 0.0846 , 0.0498 , 0.6080 , 0.0350 , 0.1402 ," 56,798.21 ", 0.3095 , 0.6905 , 0.1700 , 0.1210 ,,,,,,,
39003,Allen ,2001," 108,081 ", 0.0663 , 0.1947 , 0.5973 , 0.1417 , 0.8707 , 0.1104 , 0.0015 , 0.0049 , 0.0125 , 0.1293 , 0.7706 , 0.0147 , 0.3435 , 0.1114 , 0.6565 , 0.5377 , 0.2625 , 0.0135 , 0.1101 , 0.1694 , 0.4254 , 0.2682 , 0.0862 , 0.0508 , 0.6118 , 0.0413 , 0.1246 ," 56,745.11 ", 0.3062 , 0.6938 , 0.1803 , 0.1266 ,,,,,,,
39003,Allen ,2002," 107,689 ", 0.0661 , 0.1970 , 0.5948 , 0.1419 , 0.8668 , 0.1115 , 0.0016 , 0.0051 , 0.0150 , 0.1332 , 0.7644 , 0.0152 , 0.3565 , 0.1174 , 0.6435 , 0.5352 , 0.2647 , 0.0137 , 0.1112 , 0.1639 , 0.4250 , 0.2716 , 0.0878 , 0.0518 , 0.6156 , 0.0477 , 0.1090 ," 56,692.01 ", 0.3029 , 0.6971 , 0.1907 , 0.1322 ,,,,,,,
39003,Allen ,2003," 107,297 ", 0.0660 , 0.1992 , 0.5923 , 0.1422 , 0.8630 , 0.1126 , 0.0016 , 0.0054 , 0.0175 , 0.1370 , 0.7582 , 0.0157 , 0.3694 , 0.1234 , 0.6306 , 0.5327 , 0.2669 , 0.0139 , 0.1123 , 0.1583 , 0.4245 , 0.2749 , 0.0894 , 0.0529 , 0.6193 , 0.0540 , 0.0935 ," 56,638.91 ", 0.2996 , 0.7004 , 0.2010 , 0.1378 ,,,,,,,
39003,Allen ,2004," 106,905 ", 0.0658 , 0.2015 , 0.5899 , 0.1424 , 0.8591 , 0.1136 , 0.0017 , 0.0056 , 0.0200 , 0.1409 , 0.7520 , 0.0162 , 0.3824 , 0.1294 , 0.6176 , 0.5303 , 0.2691 , 0.0141 , 0.1134 , 0.1528 , 0.4241 , 0.2783 , 0.0910 , 0.0539 , 0.6231 , 0.0603 , 0.0779 ," 56,585.81 ", 0.2963 , 0.7037 , 0.2113 , 0.1433 ,,,,,,,
39003,Allen ,2005," 106,514 ", 0.0657 , 0.2037 , 0.5874 , 0.1427 , 0.8553 , 0.1147 , 0.0017 , 0.0058 , 0.0225 , 0.1447 , 0.7457 , 0.0167 , 0.3953 , 0.1354 , 0.6047 , 0.5278 , 0.2713 , 0.0143 , 0.1145 , 0.1472 , 0.4237 , 0.2816 , 0.0926 , 0.0549 , 0.6269 , 0.0667 , 0.0623 ," 56,532.72 ", 0.2930 , 0.7070 , 0.2217 , 0.1489 ,,,,,,,
39003,Allen ,2006," 106,122 ", 0.0656 , 0.2060 , 0.5849 , 0.1430 , 0.8514 , 0.1157 , 0.0018 , 0.0061 , 0.0250 , 0.1486 , 0.7395 , 0.0172 , 0.4083 , 0.1414 , 0.5917 , 0.5254 , 0.2734 , 0.0145 , 0.1156 , 0.1417 , 0.4233 , 0.2850 , 0.0942 , 0.0559 , 0.6307 , 0.0730 , 0.0467 ," 56,479.62 ", 0.2897 , 0.7103 , 0.2320 , 0.1545 ,,,,,,,
39003,Allen ,2007," 105,730 ", 0.0654 , 0.2082 , 0.5824 , 0.1432 , 0.8476 , 0.1168 , 0.0018 , 0.0063 , 0.0275 , 0.1524 , 0.7333 , 0.0177 , 0.4212 , 0.1474 , 0.5788 , 0.5229 , 0.2756 , 0.0146 , 0.1168 , 0.1361 , 0.4228 , 0.2883 , 0.0958 , 0.0570 , 0.6344 , 0.0793 , 0.0312 ," 56,426.52 ", 0.2864 , 0.7136 , 0.2423 , 0.1601 ,,,,,,,
39003,Allen ,2008," 105,338 ", 0.0653 , 0.2105 , 0.5800 , 0.1435 , 0.8437 , 0.1179 , 0.0019 , 0.0065 , 0.0300 , 0.1563 , 0.7270 , 0.0182 , 0.4342 , 0.1534 , 0.5658 , 0.5205 , 0.2778 , 0.0148 , 0.1179 , 0.1306 , 0.4224 , 0.2917 , 0.0974 , 0.0580 , 0.6382 , 0.0857 , 0.0156 ," 56,373.42 ", 0.2831 , 0.7169 , 0.2527 , 0.1657 ,,,,,,,
39003,Allen ,2009," 104,946 ", 0.0651 , 0.2127 , 0.5775 , 0.1437 , 0.8399 , 0.1189 , 0.0019 , 0.0068 , 0.0325 , 0.1601 , 0.7208 , 0.0187 , 0.4471 , 0.1595 , 0.5529 , 0.5180 , 0.2800 , 0.0150 , 0.1190 , 0.1250 , 0.4220 , 0.2950 , 0.0990 , 0.0590 , 0.6420 , 0.0920 , 0.0000 ," 56,320.32 ", 0.2797 , 0.7203 , 0.2630 , 0.1713 ,,,,,,,
39003,Allen ,2010," 106,586 ", 0.0650 , 0.2150 , 0.5750 , 0.1440 , 0.8360 , 0.1200 , 0.0020 , 0.0070 , 0.0350 , 0.1640 , 0.7146 , 0.0226 , 0.4386 , 0.1622 , 0.5614 , 0.5040 , 0.2930 , 0.0150 , 0.1200 , 0.1290 , 0.4210 , 0.2930 , 0.0990 , 0.0600 , 0.6350 , 0.1010 , 0.0000 ," 55,549.00 ", 0.2732 , 0.7268 , 0.2733 , 0.1768 ,,,,,,,
39003,Allen ,2011," 106,468 ", 0.0650 , 0.2130 , 0.5760 , 0.1470 , 0.8350 , 0.1190 , 0.0020 , 0.0070 , 0.0370 , 0.1650 , 0.7128 , 0.0233 , 0.4389 , 0.1745 , 0.5611 , 0.4910 , 0.2970 , 0.0170 , 0.1270 , 0.1250 , 0.4190 , 0.2990 , 0.0970 , 0.0610 , 0.6290 , 0.1090 , 0.0000 ," 53,601.23 ", 0.2874 , 0.7126 , 0.2837 , 0.1824 ,,,,,,,
39003,Allen ,2012," 106,079 ", 0.0640 , 0.2110 , 0.5770 , 0.1480 , 0.8360 , 0.1200 , 0.0030 , 0.0070 , 0.0350 , 0.1640 , 0.7146 , 0.0238 , 0.4422 , 0.1855 , 0.5578 , 0.4780 , 0.3050 , 0.0170 , 0.1350 , 0.1160 , 0.4130 , 0.3060 , 0.1020 , 0.0630 , 0.6250 , 0.1110 , 0.0000 ," 52,459.00 ", 0.2913 , 0.7087 , 0.2940 , 0.1880 ,,,,,,,
39003,Allen ,2013," 105,895 ", 0.0630 , 0.2090 , 0.5800 , 0.1490 , 0.8350 , 0.1160 , 0.0030 , 0.0070 , 0.0380 , 0.1650 , 0.7122 , 0.0249 , 0.4468 , 0.1798 , 0.5532 , 0.4770 , 0.3080 , 0.0160 , 0.1310 , 0.1160 , 0.3980 , 0.3140 , 0.1050 , 0.0670 , 0.6220 , 0.1140 , 0.0000 ," 51,555.24 ", 0.3021 , 0.6979 , 0.2840 , 0.1860 ,,,,,,,
39003,Allen ,2014," 105,562 ", 0.0620 , 0.2060 , 0.5800 , 0.1520 , 0.8340 , 0.1180 , 0.0030 , 0.0080 , 0.0380 , 0.1660 , 0.7110 , 0.0257 , 0.4399 , 0.1795 , 0.5601 , 0.4770 , 0.3130 , 0.0150 , 0.1280 , 0.1180 , 0.3970 , 0.3140 , 0.1000 , 0.0720 , 0.6230 , 0.1110 , 0.0000 ," 51,129.92 ", 0.3159 , 0.6841 , 0.2790 , 0.1840 ,,,,,,,
39003,Allen ,2015," 105,196 ", 0.0620 , 0.2030 , 0.5800 , 0.1550 , 0.8350 , 0.1210 , 0.0030 , 0.0080 , 0.0330 , 0.1650 , 0.7130 , 0.0267 , 0.4392 , 0.1812 , 0.5608 , 0.4620 , 0.3210 , 0.0150 , 0.1310 , 0.1070 , 0.3970 , 0.3230 , 0.1010 , 0.0720 , 0.6300 , 0.0920 , 0.0000 ," 51,699.40 ", 0.3112 , 0.6888 , 0.2530 , 0.1750 ,,,,,,,
39005,Ashland ,2000," 52,523 ", 0.0666 , 0.1916 , 0.6023 , 0.1396 , 0.9871 , 0.0020 , 0.0014 , 0.0044 , 0.0052 , 0.0129 , 0.9744 , 0.0060 , 0.3254 , 0.0724 , 0.6746 , 0.6045 , 0.2324 , 0.0113 , 0.0881 , 0.1666 , 0.4701 , 0.2043 , 0.1058 , 0.0533 , 0.6470 , 0.0280 , 0.1482 ," 58,808.62 ", 0.2880 , 0.7120 , 0.1310 , 0.0950 ,,,,,,,
39005,Ashland ,2001," 52,756 ", 0.0662 , 0.1940 , 0.5988 , 0.1410 , 0.9857 , 0.0024 , 0.0014 , 0.0046 , 0.0058 , 0.0143 , 0.9717 , 0.0062 , 0.3352 , 0.0756 , 0.6648 , 0.5991 , 0.2358 , 0.0116 , 0.0892 , 0.1642 , 0.4663 , 0.2090 , 0.1053 , 0.0550 , 0.6443 , 0.0322 , 0.1318 ," 58,588.36 ", 0.2760 , 0.7240 , 0.1441 , 0.1007 ,,,,,,,
39005,Ashland ,2002," 52,989 ", 0.0659 , 0.1965 , 0.5954 , 0.1424 , 0.9843 , 0.0028 , 0.0015 , 0.0049 , 0.0063 , 0.0157 , 0.9689 , 0.0065 , 0.3449 , 0.0787 , 0.6551 , 0.5937 , 0.2392 , 0.0119 , 0.0903 , 0.1618 , 0.4625 , 0.2138 , 0.1049 , 0.0568 , 0.6417 , 0.0364 , 0.1153 ," 58,368.09 ", 0.2640 , 0.7360 , 0.1572 , 0.1063 ,,,,,,,
39005,Ashland ,2003," 53,223 ", 0.0655 , 0.1989 , 0.5920 , 0.1439 , 0.9829 , 0.0032 , 0.0016 , 0.0051 , 0.0069 , 0.0171 , 0.9662 , 0.0068 , 0.3547 , 0.0819 , 0.6453 , 0.5883 , 0.2426 , 0.0122 , 0.0914 , 0.1594 , 0.4587 , 0.2185 , 0.1045 , 0.0585 , 0.6390 , 0.0407 , 0.0988 ," 58,147.83 ", 0.2519 , 0.7481 , 0.1703 , 0.1120 ,,,,,,,
39005,Ashland ,2004," 53,456 ", 0.0651 , 0.2014 , 0.5886 , 0.1453 , 0.9815 , 0.0036 , 0.0016 , 0.0054 , 0.0075 , 0.0185 , 0.9634 , 0.0070 , 0.3645 , 0.0851 , 0.6355 , 0.5829 , 0.2460 , 0.0125 , 0.0925 , 0.1570 , 0.4550 , 0.2233 , 0.1041 , 0.0603 , 0.6363 , 0.0449 , 0.0824 ," 57,927.56 ", 0.2399 , 0.7601 , 0.1833 , 0.1177 ,,,,,,,
39005,Ashland ,2005," 53,689 ", 0.0648 , 0.2038 , 0.5851 , 0.1468 , 0.9800 , 0.0040 , 0.0017 , 0.0057 , 0.0081 , 0.0200 , 0.9607 , 0.0073 , 0.3743 , 0.0882 , 0.6257 , 0.5775 , 0.2494 , 0.0128 , 0.0936 , 0.1546 , 0.4512 , 0.2280 , 0.1037 , 0.0620 , 0.6337 , 0.0491 , 0.0659 ," 57,707.30 ", 0.2278 , 0.7722 , 0.1964 , 0.1233 ,,,,,,,
39005,Ashland ,2006," 53,922 ", 0.0644 , 0.2062 , 0.5817 , 0.1482 , 0.9786 , 0.0044 , 0.0018 , 0.0059 , 0.0087 , 0.0214 , 0.9579 , 0.0076 , 0.3841 , 0.0914 , 0.6159 , 0.5722 , 0.2528 , 0.0131 , 0.0947 , 0.1522 , 0.4474 , 0.2328 , 0.1033 , 0.0638 , 0.6310 , 0.0533 , 0.0494 ," 57,487.03 ", 0.2158 , 0.7842 , 0.2095 , 0.1290 ,,,,,,,
39005,Ashland ,2007," 54,156 ", 0.0641 , 0.2087 , 0.5783 , 0.1497 , 0.9772 , 0.0048 , 0.0018 , 0.0062 , 0.0093 , 0.0228 , 0.9552 , 0.0079 , 0.3938 , 0.0946 , 0.6062 , 0.5668 , 0.2562 , 0.0134 , 0.0958 , 0.1498 , 0.4436 , 0.2375 , 0.1028 , 0.0655 , 0.6283 , 0.0576 , 0.0329 ," 57,266.77 ", 0.2037 , 0.7963 , 0.2226 , 0.1347 ,,,,,,,
39005,Ashland ,2008," 54,389 ", 0.0637 , 0.2111 , 0.5749 , 0.1511 , 0.9758 , 0.0052 , 0.0019 , 0.0065 , 0.0098 , 0.0242 , 0.9524 , 0.0081 , 0.4036 , 0.0977 , 0.5964 , 0.5614 , 0.2596 , 0.0137 , 0.0969 , 0.1474 , 0.4398 , 0.2423 , 0.1024 , 0.0673 , 0.6257 , 0.0618 , 0.0165 ," 57,046.50 ", 0.1917 , 0.8083 , 0.2357 , 0.1403 ,,,,,,,
39005,Ashland ,2009," 54,622 ", 0.0634 , 0.2136 , 0.5714 , 0.1526 , 0.9744 , 0.0056 , 0.0019 , 0.0067 , 0.0104 , 0.0256 , 0.9497 , 0.0084 , 0.4134 , 0.1009 , 0.5866 , 0.5560 , 0.2630 , 0.0140 , 0.0980 , 0.1450 , 0.4360 , 0.2470 , 0.1020 , 0.0690 , 0.6230 , 0.0660 , 0.0000 ," 56,826.24 ", 0.1797 , 0.8203 , 0.2488 , 0.1460 ,,,,,,,
39005,Ashland ,2010," 53,341 ", 0.0630 , 0.2160 , 0.5680 , 0.1540 , 0.9730 , 0.0060 , 0.0020 , 0.0070 , 0.0110 , 0.0270 , 0.9469 , 0.0104 , 0.3950 , 0.0915 , 0.6050 , 0.5760 , 0.2560 , 0.0140 , 0.0900 , 0.1440 , 0.4400 , 0.2420 , 0.1050 , 0.0700 , 0.6190 , 0.0830 , 0.0000 ," 54,177.00 ", 0.1910 , 0.8090 , 0.2618 , 0.1517 ,,,,,,,
39005,Ashland ,2011," 53,331 ", 0.0600 , 0.2150 , 0.5690 , 0.1560 , 0.9720 , 0.0080 , 0.0030 , 0.0070 , 0.0110 , 0.0280 , 0.9450 , 0.0104 , 0.3823 , 0.0946 , 0.6177 , 0.5740 , 0.2600 , 0.0160 , 0.0900 , 0.1350 , 0.4300 , 0.2500 , 0.1130 , 0.0710 , 0.6380 , 0.1000 , 0.0000 ," 52,966.85 ", 0.2086 , 0.7914 , 0.2749 , 0.1573 ,,,,,,,
39005,Ashland ,2012," 53,203 ", 0.0600 , 0.2120 , 0.5680 , 0.1610 , 0.9720 , 0.0080 , 0.0020 , 0.0060 , 0.0130 , 0.0280 , 0.9451 , 0.0097 , 0.3829 , 0.0993 , 0.6171 , 0.5730 , 0.2580 , 0.0140 , 0.0940 , 0.1320 , 0.4260 , 0.2500 , 0.1160 , 0.0760 , 0.6320 , 0.1080 , 0.0000 ," 50,181.85 ", 0.2315 , 0.7685 , 0.2880 , 0.1630 ,,,,,,,
39005,Ashland ,2013," 53,234 ", 0.0590 , 0.2110 , 0.5690 , 0.1630 , 0.9710 , 0.0070 , 0.0010 , 0.0060 , 0.0150 , 0.0290 , 0.9432 , 0.0104 , 0.3948 , 0.0993 , 0.6052 , 0.5680 , 0.2640 , 0.0150 , 0.0950 , 0.1290 , 0.4350 , 0.2440 , 0.1160 , 0.0770 , 0.6230 , 0.1090 , 0.0000 ," 52,021.48 ", 0.2474 , 0.7526 , 0.2920 , 0.1630 ,,,,,,,
39005,Ashland ,2014," 53,202 ", 0.0580 , 0.2100 , 0.5660 , 0.1650 , 0.9700 , 0.0070 , 0.0010 , 0.0060 , 0.0160 , 0.0300 , 0.9412 , 0.0109 , 0.3992 , 0.1054 , 0.6008 , 0.5560 , 0.2710 , 0.0140 , 0.0990 , 0.1280 , 0.4410 , 0.2330 , 0.1230 , 0.0750 , 0.6170 , 0.1060 , 0.0000 ," 51,747.24 ", 0.2824 , 0.7176 , 0.2550 , 0.1540 ,,,,,,,
39005,Ashland ,2015," 53,189 ", 0.0580 , 0.2080 , 0.5650 , 0.1680 , 0.9690 , 0.0080 , 0.0010 , 0.0050 , 0.0160 , 0.0310 , 0.9393 , 0.0114 , 0.4114 , 0.1222 , 0.5886 , 0.5360 , 0.2790 , 0.0140 , 0.1080 , 0.1230 , 0.4280 , 0.2460 , 0.1310 , 0.0730 , 0.6190 , 0.0780 , 0.0000 ," 53,582.64 ", 0.2727 , 0.7273 , 0.2500 , 0.1490 ,,,,,,,
39007,Ashtabula ,2000," 102,728 ", 0.0654 , 0.1956 , 0.5925 , 0.1465 , 0.9537 , 0.0280 , 0.0022 , 0.0030 , 0.0131 , 0.0463 , 0.9104 , 0.0248 , 0.3257 , 0.0893 , 0.6743 , 0.5677 , 0.2240 , 0.0147 , 0.1122 , 0.2009 , 0.4582 , 0.2303 , 0.0745 , 0.0361 , 0.6230 , 0.0320 , 0.1461 ," 53,910.23 ", 0.3114 , 0.6886 , 0.1710 , 0.1210 ,,,,,,,
39007,Ashtabula ,2001," 102,578 ", 0.0651 , 0.1964 , 0.5913 , 0.1470 , 0.9515 , 0.0287 , 0.0022 , 0.0029 , 0.0147 , 0.0485 , 0.9064 , 0.0256 , 0.3373 , 0.0940 , 0.6627 , 0.5626 , 0.2271 , 0.0147 , 0.1142 , 0.1966 , 0.4578 , 0.2330 , 0.0758 , 0.0369 , 0.6206 , 0.0381 , 0.1299 ," 53,549.92 ", 0.3057 , 0.6943 , 0.1775 , 0.1259 ,,,,,,,
39007,Ashtabula ,2002," 102,427 ", 0.0648 , 0.1973 , 0.5902 , 0.1476 , 0.9493 , 0.0294 , 0.0022 , 0.0028 , 0.0163 , 0.0507 , 0.9025 , 0.0264 , 0.3489 , 0.0987 , 0.6511 , 0.5575 , 0.2302 , 0.0146 , 0.1163 , 0.1922 , 0.4573 , 0.2356 , 0.0770 , 0.0378 , 0.6181 , 0.0442 , 0.1136 ," 53,189.62 ", 0.3000 , 0.7000 , 0.1840 , 0.1308 ,,,,,,,
39007,Ashtabula ,2003," 102,277 ", 0.0644 , 0.1981 , 0.5890 , 0.1481 , 0.9472 , 0.0301 , 0.0021 , 0.0027 , 0.0179 , 0.0528 , 0.8985 , 0.0272 , 0.3605 , 0.1034 , 0.6395 , 0.5524 , 0.2333 , 0.0145 , 0.1184 , 0.1879 , 0.4568 , 0.2382 , 0.0783 , 0.0387 , 0.6157 , 0.0503 , 0.0974 ," 52,829.31 ", 0.2943 , 0.7057 , 0.1905 , 0.1358 ,,,,,,,
39007,Ashtabula ,2004," 102,127 ", 0.0641 , 0.1990 , 0.5879 , 0.1487 , 0.9450 , 0.0308 , 0.0021 , 0.0026 , 0.0194 , 0.0550 , 0.8945 , 0.0280 , 0.3721 , 0.1080 , 0.6279 , 0.5474 , 0.2364 , 0.0144 , 0.1205 , 0.1836 , 0.4564 , 0.2408 , 0.0796 , 0.0396 , 0.6132 , 0.0564 , 0.0812 ," 52,469.01 ", 0.2886 , 0.7114 , 0.1970 , 0.1407 ,,,,,,,
39007,Ashtabula ,2005," 101,976 ", 0.0637 , 0.1998 , 0.5867 , 0.1492 , 0.9428 , 0.0315 , 0.0021 , 0.0025 , 0.0210 , 0.0572 , 0.8906 , 0.0288 , 0.3837 , 0.1127 , 0.6163 , 0.5423 , 0.2395 , 0.0143 , 0.1226 , 0.1793 , 0.4559 , 0.2435 , 0.0809 , 0.0405 , 0.6108 , 0.0626 , 0.0649 ," 52,108.70 ", 0.2829 , 0.7171 , 0.2035 , 0.1456 ,,,,,,,
